Date,Open,High,Low,Close
2018-01-18,1.2186,1.2267,1.2165,1.2239
2018-01-19,1.2236,1.2296,1.2219,1.2222
2018-01-22,1.2268,1.2276,1.2214,1.2262
2018-01-23,1.2263,1.2308,1.2223,1.2299
2018-01-24,1.2299,1.2417,1.2293,1.2408
2018-01-25,1.2408,1.2537,1.2364,1.2396
2018-01-26,1.2395,1.2495,1.2371,1.2421
2018-01-29,1.2427,1.2436,1.2336,1.2383
2018-01-30,1.2383,1.2455,1.2335,1.2402
2018-01-31,1.2401,1.2476,1.2386,1.2421
2018-02-01,1.2414,1.2524,1.2386,1.251
2018-02-02,1.2508,1.2519,1.2409,1.2462
2018-02-05,1.2455,1.2475,1.2362,1.2368
2018-02-06,1.2367,1.2434,1.2314,1.2377
2018-02-07,1.2378,1.2407,1.2247,1.2264
2018-02-08,1.2264,1.2297,1.2212,1.2247
2018-02-09,1.2245,1.2289,1.2206,1.2235
2018-02-12,1.2253,1.2298,1.2234,1.2292
2018-02-13,1.2293,1.2373,1.2285,1.2352
2018-02-14,1.2352,1.2467,1.2276,1.245
2018-02-15,1.2449,1.2511,1.2447,1.2506
2018-02-16,1.2506,1.2557,1.2394,1.2406
2018-02-19,1.2409,1.2435,1.2368,1.2408
2018-02-20,1.2409,1.2414,1.232,1.2338
2018-02-21,1.2338,1.2361,1.2281,1.2284
2018-02-22,1.2283,1.2354,1.226,1.2331
2018-02-23,1.2329,1.2337,1.2279,1.2293
2018-02-26,1.2299,1.2356,1.2278,1.2318
2018-02-27,1.2317,1.2348,1.2221,1.2232
2018-02-28,1.2232,1.2243,1.2188,1.2194
2018-03-01,1.2193,1.2272,1.2153,1.2268
2018-03-02,1.2266,1.2336,1.225,1.2317
2018-03-05,1.2323,1.2366,1.2268,1.2336
2018-03-06,1.2336,1.2422,1.2328,1.2404
2018-03-07,1.2404,1.2445,1.2385,1.2413
2018-03-08,1.2411,1.2448,1.2298,1.2312
2018-03-09,1.2312,1.2336,1.2273,1.2307
2018-03-12,1.2311,1.2347,1.2291,1.2334
2018-03-13,1.2334,1.2408,1.2314,1.239
2018-03-14,1.239,1.2414,1.2347,1.2367
2018-03-15,1.2366,1.2385,1.2299,1.2305
2018-03-16,1.2305,1.2338,1.2261,1.2289
2018-03-19,1.2284,1.2361,1.2258,1.2335
2018-03-20,1.2335,1.2356,1.2239,1.2242
2018-03-21,1.2242,1.2351,1.2241,1.2338
2018-03-22,1.2337,1.2389,1.2285,1.2302
2018-03-23,1.2302,1.2375,1.2301,1.2353
2018-03-26,1.2348,1.2463,1.2341,1.2443
2018-03-27,1.2444,1.2478,1.2373,1.2403
2018-03-28,1.2403,1.2424,1.23,1.2308
2018-03-29,1.2308,1.2335,1.2282,1.2302
2018-03-30,1.2301,1.2331,1.2293,1.2323
2018-04-02,1.2323,1.2346,1.2282,1.2302
2018-04-03,1.2304,1.2336,1.2253,1.227
2018-04-04,1.2269,1.2315,1.2256,1.2278
2018-04-05,1.2278,1.2292,1.2218,1.224
2018-04-06,1.224,1.2292,1.2214,1.2283
2018-04-09,1.2279,1.2331,1.2261,1.2321
2018-04-10,1.232,1.2379,1.2303,1.2356
2018-04-11,1.2357,1.2397,1.2347,1.2367
2018-04-12,1.2368,1.2382,1.23,1.2327
2018-04-13,1.2327,1.2348,1.2307,1.2331
2018-04-16,1.233,1.2395,1.2325,1.238
2018-04-17,1.2378,1.2413,1.2335,1.237
2018-04-18,1.2369,1.2398,1.2343,1.2373
2018-04-19,1.2373,1.2402,1.2329,1.2346
2018-04-20,1.2346,1.2354,1.225,1.2288
2018-04-23,1.2289,1.2292,1.2198,1.2209
2018-04-24,1.2209,1.2247,1.2182,1.2232
2018-04-25,1.2232,1.224,1.216,1.2161
2018-04-26,1.2161,1.2211,1.2096,1.2103
2018-04-27,1.2105,1.2135,1.2055,1.213
2018-04-30,1.2125,1.2141,1.2064,1.2079
2018-05-01,1.2076,1.2086,1.1981,1.1993
2018-05-02,1.1992,1.2033,1.1938,1.1951
2018-05-03,1.1951,1.2009,1.1946,1.1988
2018-05-04,1.1989,1.1997,1.1911,1.196
2018-05-07,1.1953,1.198,1.1898,1.1922
2018-05-08,1.1924,1.1941,1.1838,1.1864
2018-05-09,1.1863,1.1898,1.1822,1.185
2018-05-10,1.1852,1.1948,1.1843,1.1915
2018-05-11,1.1917,1.197,1.1891,1.1944
2018-05-14,1.1947,1.1998,1.1926,1.1927
2018-05-15,1.1925,1.1939,1.1817,1.1838
2018-05-16,1.1837,1.1854,1.1762,1.1807
2018-05-17,1.1808,1.1839,1.1775,1.1795
2018-05-18,1.1796,1.1825,1.1749,1.1778
2018-05-21,1.1764,1.1797,1.1717,1.1791
2018-05-22,1.1792,1.183,1.1754,1.1779
2018-05-23,1.1778,1.179,1.1675,1.1697
2018-05-24,1.1695,1.175,1.1688,1.172
2018-05-25,1.172,1.1735,1.1645,1.1652
2018-05-28,1.1651,1.1729,1.1605,1.1623
2018-05-29,1.1625,1.1641,1.1508,1.154
2018-05-30,1.154,1.1678,1.1518,1.1663
2018-05-31,1.1665,1.1726,1.1641,1.1692
2018-06-01,1.1691,1.1718,1.1617,1.1661
2018-06-04,1.1656,1.1744,1.1652,1.1699
2018-06-05,1.1698,1.1733,1.1652,1.1718
2018-06-06,1.1717,1.1797,1.1708,1.1773
2018-06-07,1.1774,1.1842,1.1772,1.1799
2018-06-08,1.18,1.1812,1.1726,1.1768
2018-06-11,1.1766,1.1822,1.1754,1.1784
2018-06-12,1.1784,1.1811,1.1733,1.1745
2018-06-13,1.1745,1.1803,1.1725,1.1791
2018-06-14,1.1791,1.1853,1.1562,1.1569
2018-06-15,1.1568,1.1629,1.1543,1.1609
2018-06-18,1.1609,1.1625,1.1563,1.1623
2018-06-19,1.1624,1.1646,1.153,1.159
2018-06-20,1.159,1.1602,1.1537,1.1572
2018-06-21,1.1572,1.1635,1.1509,1.1603
2018-06-22,1.1604,1.1677,1.16,1.1657
2018-06-25,1.1659,1.1715,1.1627,1.1704
2018-06-26,1.1704,1.1722,1.1635,1.1647
2018-06-27,1.1647,1.1674,1.1541,1.1554
2018-06-28,1.1555,1.1602,1.1527,1.1569
2018-06-29,1.1569,1.1692,1.1558,1.1685
2018-07-02,1.1651,1.1699,1.159,1.1641
2018-07-03,1.1641,1.1675,1.1621,1.1657
2018-07-04,1.1658,1.1684,1.1629,1.1656
2018-07-05,1.1655,1.1722,1.1649,1.1691
2018-07-06,1.169,1.1769,1.1679,1.1747
2018-07-09,1.1748,1.1792,1.1731,1.1751
2018-07-10,1.1751,1.1764,1.169,1.1744
2018-07-11,1.1745,1.176,1.1665,1.1674
2018-07-12,1.1674,1.1697,1.1648,1.1672
2018-07-13,1.1669,1.1688,1.161,1.1685
2018-07-16,1.1676,1.1726,1.1674,1.171
2018-07-17,1.1711,1.1746,1.165,1.1661
2018-07-18,1.166,1.1665,1.1601,1.1639
2018-07-19,1.1639,1.168,1.1574,1.1643
2018-07-20,1.1644,1.174,1.1626,1.172
2018-07-23,1.173,1.1752,1.1682,1.1692
2018-07-24,1.1692,1.1719,1.1654,1.1686
2018-07-25,1.1684,1.1739,1.1663,1.1728
2018-07-26,1.1728,1.1744,1.1639,1.1643
2018-07-27,1.1643,1.1665,1.1621,1.1658
2018-07-30,1.166,1.1721,1.1648,1.1706
2018-07-31,1.1706,1.1745,1.1682,1.1691
2018-08-01,1.1691,1.1701,1.1656,1.166
2018-08-02,1.166,1.1669,1.1582,1.1584
2018-08-03,1.1583,1.1611,1.1559,1.1567
2018-08-06,1.1571,1.1574,1.1527,1.1554
2018-08-07,1.1555,1.161,1.1547,1.1599
2018-08-08,1.1598,1.1629,1.1571,1.1611
2018-08-09,1.1609,1.162,1.1525,1.1527
2018-08-10,1.1526,1.1537,1.1384,1.1411
2018-08-13,1.1389,1.1434,1.1364,1.1409
2018-08-14,1.141,1.1431,1.133,1.1344
2018-08-15,1.1344,1.1357,1.1299,1.1345
2018-08-16,1.1345,1.1411,1.1335,1.1377
2018-08-17,1.1377,1.1447,1.1365,1.1439
2018-08-20,1.1442,1.1486,1.1394,1.1481
2018-08-21,1.1482,1.1602,1.1479,1.1571
2018-08-22,1.157,1.1624,1.1551,1.1597
2018-08-23,1.1596,1.1601,1.153,1.1539
2018-08-24,1.154,1.1641,1.1533,1.1623
2018-08-27,1.1631,1.1694,1.1592,1.1678
2018-08-28,1.1678,1.1735,1.1662,1.1695
2018-08-29,1.1695,1.1712,1.1652,1.1708
2018-08-30,1.1707,1.172,1.1641,1.1671
2018-08-31,1.1671,1.1692,1.1585,1.1601
2018-09-03,1.1596,1.1629,1.1583,1.1624
2018-09-04,1.1623,1.1629,1.1528,1.1582
2018-09-05,1.1581,1.164,1.1542,1.1629
2018-09-06,1.1629,1.166,1.1603,1.1622
2018-09-07,1.1624,1.1651,1.155,1.1553
2018-09-10,1.156,1.1617,1.1526,1.1594
2018-09-11,1.1594,1.1645,1.1565,1.1607
2018-09-12,1.1604,1.1651,1.157,1.1626
2018-09-13,1.1627,1.1703,1.1608,1.169
2018-09-14,1.169,1.1724,1.1619,1.163
2018-09-17,1.1623,1.1699,1.1617,1.1683
2018-09-18,1.1684,1.1726,1.1651,1.1667
2018-09-19,1.1667,1.1716,1.1648,1.1673
2018-09-20,1.1671,1.1786,1.1665,1.1777
2018-09-21,1.1776,1.1804,1.1731,1.175
2018-09-24,1.1751,1.1817,1.1723,1.1748
2018-09-25,1.1748,1.1793,1.173,1.1772
2018-09-26,1.1767,1.1799,1.1726,1.174
2018-09-27,1.174,1.1759,1.1637,1.1641
2018-09-28,1.1641,1.1652,1.1567,1.1609
2018-10-01,1.1609,1.163,1.1563,1.1578
2018-10-02,1.1578,1.1582,1.1506,1.1548
2018-10-03,1.1548,1.1595,1.1465,1.1478
2018-10-04,1.1478,1.1543,1.1464,1.1515
2018-10-05,1.1513,1.155,1.1483,1.1524
2018-10-08,1.152,1.1536,1.1459,1.1492
2018-10-09,1.1491,1.1504,1.143,1.149
2018-10-10,1.1491,1.1547,1.1479,1.152
2018-10-11,1.1519,1.16,1.1517,1.1594
2018-10-12,1.1592,1.1611,1.1534,1.1563
2018-10-15,1.1559,1.1608,1.1537,1.1579
2018-10-16,1.158,1.1623,1.1564,1.1575
2018-10-17,1.1575,1.1585,1.1495,1.1501
2018-10-18,1.15,1.1528,1.1448,1.1453
2018-10-19,1.1451,1.1536,1.1433,1.1515
2018-10-22,1.1507,1.1552,1.1455,1.1465
2018-10-23,1.1466,1.1495,1.1438,1.1471
2018-10-24,1.147,1.1477,1.1378,1.1392
2018-10-25,1.1392,1.1434,1.1355,1.1376
2018-10-26,1.1376,1.1422,1.1334,1.1403
2018-10-29,1.1408,1.1418,1.1361,1.1373
2018-10-30,1.1372,1.1387,1.1338,1.1344
2018-10-31,1.1345,1.1363,1.1301,1.1312
2018-11-01,1.1311,1.1426,1.1306,1.1409
2018-11-02,1.1408,1.1458,1.1372,1.1387
2018-11-05,1.1391,1.1425,1.1356,1.1407
2018-11-06,1.1406,1.144,1.1389,1.1427
2018-11-07,1.1427,1.1502,1.1395,1.1426
2018-11-08,1.1425,1.1448,1.1352,1.1363
2018-11-09,1.1364,1.1371,1.1315,1.1336
2018-11-12,1.1331,1.1333,1.1214,1.1218
2018-11-13,1.1219,1.1296,1.1216,1.1291
2018-11-14,1.129,1.1349,1.1262,1.131
2018-11-15,1.1309,1.1364,1.1271,1.1328
2018-11-16,1.133,1.1423,1.132,1.142
2018-11-19,1.1403,1.1467,1.1393,1.1453
2018-11-20,1.1453,1.1473,1.1357,1.1371
2018-11-21,1.1371,1.1426,1.1363,1.1385
2018-11-22,1.1382,1.1434,1.1378,1.1408
2018-11-23,1.1403,1.1422,1.1325,1.1341
2018-11-26,1.1343,1.1385,1.1323,1.1328
2018-11-27,1.1326,1.1344,1.1276,1.1288
2018-11-28,1.1291,1.1387,1.1264,1.1366
2018-11-29,1.1367,1.1403,1.1348,1.1393
2018-11-30,1.1395,1.1402,1.1304,1.1317
2018-12-03,1.1315,1.1382,1.1315,1.1354
2018-12-04,1.1354,1.1421,1.1318,1.1345
2018-12-05,1.1342,1.1361,1.1309,1.1344
2018-12-06,1.1345,1.1414,1.1321,1.1376
2018-12-07,1.1377,1.1425,1.1359,1.1378
2018-12-10,1.1401,1.1444,1.1349,1.1356
2018-12-11,1.1361,1.1402,1.1304,1.1316
2018-12-12,1.1317,1.1388,1.1312,1.1368
2018-12-13,1.1369,1.1396,1.133,1.1363
2018-12-14,1.1362,1.1374,1.1268,1.1309
2018-12-17,1.1308,1.136,1.1299,1.1347
2018-12-18,1.1346,1.1402,1.1336,1.1361
2018-12-19,1.1361,1.1442,1.136,1.1377
2018-12-20,1.1377,1.1487,1.1371,1.1446
2018-12-21,1.1447,1.1477,1.1353,1.1369
2018-12-24,1.137,1.1439,1.135,1.14
2018-12-25,1.14,1.1429,1.1361,1.1362
2018-12-26,1.1363,1.1423,1.1342,1.1353
2018-12-27,1.1353,1.1457,1.1349,1.143
2018-12-28,1.1429,1.1478,1.1424,1.1438
2018-12-31,1.1443,1.147,1.1421,1.147
2019-01-01,1.1466,1.1481,1.1425,1.1464
2019-01-02,1.1464,1.1499,1.1325,1.1343
2019-01-03,1.1345,1.1413,1.1309,1.1394
2019-01-04,1.1393,1.1422,1.1345,1.1395
2019-01-07,1.1392,1.1485,1.1392,1.1476
2019-01-08,1.1476,1.1487,1.1422,1.1442
2019-01-09,1.1444,1.1556,1.1435,1.1543
2019-01-10,1.1542,1.1572,1.1485,1.15
2019-01-11,1.1499,1.1542,1.1457,1.1469
2019-01-14,1.1471,1.1485,1.144,1.1477
2019-01-15,1.1473,1.1494,1.1381,1.1417
2019-01-16,1.1414,1.1429,1.1377,1.14
2019-01-17,1.1396,1.141,1.1369,1.1398
2019-01-18,1.1389,1.1413,1.1352,1.1363
2019-01-21,1.1371,1.1409,1.1355,1.1366
2019-01-22,1.1365,1.1386,1.1334,1.1359
2019-01-23,1.1358,1.1397,1.1348,1.1381
2019-01-24,1.138,1.1398,1.1287,1.1306
2019-01-25,1.1306,1.1421,1.1298,1.1415
2019-01-28,1.1404,1.1445,1.1388,1.1434
2019-01-29,1.1428,1.1453,1.141,1.1432
2019-01-30,1.1433,1.1503,1.1404,1.1479
2019-01-31,1.148,1.1517,1.1434,1.1446
2019-02-01,1.1447,1.149,1.1433,1.1456
2019-02-04,1.1457,1.1467,1.1421,1.1438
2019-02-05,1.1442,1.1456,1.14,1.1415
2019-02-06,1.1406,1.142,1.1359,1.1362
2019-02-07,1.136,1.1375,1.1322,1.1341
2019-02-08,1.1346,1.1355,1.132,1.133
2019-02-11,1.1328,1.1331,1.1264,1.1276
2019-02-12,1.128,1.1342,1.1256,1.1325
2019-02-13,1.1326,1.1346,1.126,1.1267
2019-02-14,1.1262,1.1313,1.1247,1.1301
2019-02-15,1.1295,1.1313,1.1233,1.1295
2019-02-18,1.1288,1.1337,1.1284,1.1311
2019-02-19,1.131,1.1358,1.1274,1.1341
2019-02-20,1.1342,1.1374,1.1324,1.1337
2019-02-21,1.1338,1.1368,1.132,1.1336
2019-02-22,1.1337,1.136,1.1315,1.1343
2019-02-25,1.1338,1.1369,1.1323,1.1359
2019-02-26,1.1366,1.1404,1.1343,1.1387
2019-02-27,1.1396,1.1404,1.136,1.1369
2019-02-28,1.1371,1.1421,1.1357,1.1371
2019-03-01,1.1372,1.141,1.1353,1.1377
2019-03-04,1.138,1.1398,1.1309,1.134
2019-03-05,1.1339,1.1353,1.129,1.1308
2019-03-06,1.1313,1.1328,1.1286,1.1307
2019-03-07,1.1306,1.1322,1.1176,1.1194
2019-03-08,1.1194,1.1248,1.1185,1.124
2019-03-11,1.1238,1.1259,1.1221,1.1247
2019-03-12,1.125,1.1308,1.1243,1.1286
2019-03-13,1.1287,1.1341,1.1277,1.1325
2019-03-14,1.1329,1.1342,1.1293,1.1302
2019-03-15,1.1305,1.1346,1.1296,1.1325
2019-03-18,1.1323,1.136,1.1317,1.1336
2019-03-19,1.1337,1.1364,1.1332,1.1349
2019-03-20,1.1351,1.145,1.1335,1.1411
2019-03-21,1.1414,1.1439,1.1342,1.1373
2019-03-22,1.1375,1.1394,1.1272,1.1313
2019-03-25,1.1294,1.1333,1.1284,1.1311
2019-03-26,1.1313,1.1329,1.1262,1.1264
2019-03-27,1.1269,1.1287,1.1242,1.1247
2019-03-28,1.1244,1.1264,1.1213,1.122
2019-03-29,1.1221,1.1249,1.1208,1.1217
2019-04-01,1.1218,1.125,1.1202,1.1212
2019-04-02,1.1216,1.1219,1.1183,1.1202
2019-04-03,1.1205,1.1256,1.12,1.1234
2019-04-04,1.1235,1.125,1.1205,1.122
2019-04-05,1.1223,1.1247,1.1209,1.1214
2019-04-08,1.1218,1.1277,1.1213,1.1259
2019-04-09,1.1272,1.1286,1.1253,1.1261
2019-04-10,1.1264,1.1288,1.1229,1.1273
2019-04-11,1.1273,1.1291,1.1249,1.125
2019-04-12,1.1254,1.1327,1.1252,1.13
2019-04-15,1.13,1.1322,1.1294,1.1307
2019-04-16,1.1303,1.1315,1.1279,1.128
2019-04-17,1.1281,1.1326,1.1279,1.1294
2019-04-18,1.1297,1.1307,1.1226,1.1229
2019-04-19,1.1241,1.1254,1.1228,1.1246
2019-04-22,1.1244,1.1264,1.1236,1.1255
2019-04-23,1.1257,1.1264,1.1192,1.1225
2019-04-24,1.1229,1.1233,1.114,1.1152
2019-04-25,1.1161,1.1164,1.1118,1.113
2019-04-26,1.1131,1.1176,1.1111,1.1148
2019-04-29,1.1152,1.1192,1.1141,1.1185
2019-04-30,1.1186,1.1231,1.1175,1.1215
2019-05-01,1.1215,1.1266,1.1187,1.1194
2019-05-02,1.1202,1.1221,1.117,1.1176
2019-05-03,1.1178,1.1207,1.1135,1.12
2019-05-06,1.1172,1.1211,1.1159,1.1197
2019-05-07,1.1199,1.1222,1.1165,1.119
2019-05-08,1.1191,1.1215,1.1182,1.1191
2019-05-09,1.1192,1.1253,1.1172,1.122
2019-05-10,1.1215,1.1255,1.1214,1.1233
2019-05-13,1.1242,1.1266,1.1221,1.1223
2019-05-14,1.1224,1.1247,1.12,1.1203
2019-05-15,1.1204,1.1226,1.1177,1.12
2019-05-16,1.1202,1.1227,1.1165,1.1172
2019-05-17,1.1174,1.1185,1.1154,1.1156
2019-05-20,1.1158,1.1177,1.1149,1.117
2019-05-21,1.1171,1.1188,1.1141,1.1158
2019-05-22,1.1167,1.1181,1.1147,1.1152
2019-05-23,1.1151,1.1189,1.1107,1.118
2019-05-24,1.1182,1.1214,1.1174,1.1202
2019-05-27,1.1196,1.1216,1.1185,1.1196
2019-05-28,1.1199,1.1204,1.1158,1.116
2019-05-29,1.1161,1.1174,1.1123,1.1129
2019-05-30,1.1132,1.1145,1.1115,1.113
2019-05-31,1.1135,1.118,1.1125,1.1167
2019-06-03,1.1168,1.1264,1.1156,1.124
2019-06-04,1.1241,1.1279,1.1226,1.1251
2019-06-05,1.1251,1.1307,1.1219,1.1219
2019-06-06,1.1229,1.1309,1.1214,1.1274
2019-06-07,1.1276,1.1349,1.125,1.1331
2019-06-10,1.1324,1.1331,1.1289,1.1312
2019-06-11,1.1312,1.1338,1.1301,1.1329
2019-06-12,1.1326,1.1344,1.1281,1.1287
2019-06-13,1.1287,1.1305,1.1267,1.1275
2019-06-14,1.1283,1.1291,1.1201,1.1207
2019-06-17,1.1216,1.1248,1.1204,1.1217
2019-06-18,1.1219,1.1243,1.118,1.1191
2019-06-19,1.1193,1.1254,1.1186,1.1224
2019-06-20,1.1226,1.1319,1.1226,1.1291
2019-06-21,1.1292,1.1379,1.1282,1.1366
2019-06-24,1.1361,1.1405,1.1361,1.1396
2019-06-25,1.1399,1.1413,1.1343,1.1365
2019-06-26,1.1365,1.1392,1.1348,1.1368
2019-06-27,1.1369,1.1382,1.1348,1.1368
2019-06-28,1.137,1.1394,1.1351,1.1368
2019-07-01,1.1376,1.1376,1.128,1.1285
2019-07-02,1.1286,1.1321,1.1274,1.1283
2019-07-03,1.1285,1.1312,1.1268,1.1277
2019-07-04,1.1278,1.1296,1.1272,1.1284
2019-07-05,1.1285,1.1288,1.1207,1.1224
2019-07-08,1.1223,1.1235,1.1207,1.1214
2019-07-09,1.1215,1.122,1.1193,1.1206
2019-07-10,1.1208,1.1264,1.1201,1.1249
2019-07-11,1.1251,1.1286,1.1244,1.1252
2019-07-12,1.1254,1.1276,1.1237,1.1269
2019-07-15,1.1269,1.1285,1.1252,1.1257
2019-07-16,1.1257,1.1264,1.1201,1.1209
2019-07-17,1.1211,1.1235,1.12,1.1223
2019-07-18,1.1224,1.1281,1.1205,1.1275
2019-07-19,1.1277,1.1283,1.1203,1.122
2019-07-22,1.1218,1.1226,1.1206,1.1208
2019-07-23,1.121,1.1211,1.1145,1.1151
2019-07-24,1.1152,1.1159,1.1127,1.1139
2019-07-25,1.1141,1.1188,1.1101,1.1145
2019-07-26,1.1147,1.1151,1.1112,1.1125
2019-07-29,1.1127,1.1151,1.1113,1.1144
2019-07-30,1.1144,1.1162,1.1132,1.1153
2019-07-31,1.1155,1.1163,1.1059,1.1074
2019-08-01,1.1076,1.1096,1.1027,1.1083
2019-08-02,1.1085,1.1118,1.107,1.1107
2019-08-05,1.1103,1.1214,1.1103,1.1202
2019-08-06,1.1203,1.125,1.1168,1.1198
2019-08-07,1.1199,1.1243,1.1179,1.1197
2019-08-08,1.1199,1.1233,1.1177,1.1178
2019-08-09,1.118,1.1223,1.1179,1.1198
2019-08-12,1.1204,1.1231,1.1162,1.1212
2019-08-13,1.1214,1.1229,1.117,1.1169
2019-08-14,1.1171,1.1192,1.113,1.1138
2019-08-15,1.1139,1.1159,1.1091,1.1106
2019-08-16,1.1107,1.1114,1.1066,1.1089
2019-08-19,1.1092,1.1114,1.1076,1.1076
2019-08-20,1.1079,1.1107,1.1065,1.1099
2019-08-21,1.11,1.1108,1.108,1.1083
2019-08-22,1.1085,1.1114,1.1063,1.1078
2019-08-23,1.1079,1.1154,1.1051,1.1144
2019-08-26,1.1145,1.1166,1.1093,1.11
2019-08-27,1.1103,1.1116,1.1085,1.109
2019-08-28,1.1091,1.1099,1.1072,1.1077
2019-08-29,1.1077,1.1092,1.1042,1.1055
2019-08-30,1.1056,1.1062,1.0963,1.0989
2019-09-02,1.0989,1.1,1.0957,1.0966
2019-09-03,1.097,1.0979,1.0926,1.0972
2019-09-04,1.0974,1.1039,1.0968,1.1033
2019-09-05,1.1037,1.1085,1.1016,1.1033
2019-09-06,1.1034,1.1057,1.102,1.1027
2019-09-09,1.1024,1.1069,1.1015,1.1046
2019-09-10,1.1047,1.1061,1.103,1.1043
2019-09-11,1.1044,1.1056,1.0984,1.1009
2019-09-12,1.1011,1.1087,1.0927,1.1061
2019-09-13,1.1063,1.111,1.1055,1.1073
2019-09-16,1.1087,1.1093,1.0993,1.1
2019-09-17,1.1,1.1076,1.099,1.1071
2019-09-18,1.1073,1.1077,1.1013,1.1029
2019-09-19,1.103,1.1075,1.1022,1.104
2019-09-20,1.1042,1.1069,1.0996,1.1017
2019-09-23,1.1016,1.1027,1.0965,1.0991
2019-09-24,1.0994,1.1025,1.0983,1.1018
2019-09-25,1.102,1.1025,1.0937,1.0941
2019-09-26,1.0942,1.0969,1.0908,1.0921
2019-09-27,1.0921,1.096,1.0905,1.0938
2019-09-30,1.094,1.0948,1.0884,1.0898
2019-10-01,1.09,1.0943,1.0878,1.093
2019-10-02,1.0933,1.0964,1.0904,1.0958
2019-10-03,1.0959,1.1,1.0941,1.0964
2019-10-04,1.0963,1.0999,1.0956,1.0976
2019-10-07,1.0976,1.1001,1.0962,1.097
2019-10-08,1.0971,1.0997,1.0941,1.0954
2019-10-09,1.0956,1.0991,1.0951,1.0969
2019-10-10,1.0971,1.1035,1.097,1.1004
2019-10-11,1.1006,1.1063,1.1,1.104
2019-10-14,1.1044,1.105,1.1013,1.1028
2019-10-15,1.1028,1.1047,1.0991,1.1031
2019-10-16,1.1033,1.1086,1.1021,1.107
2019-10-17,1.1072,1.1141,1.1064,1.1122
2019-10-18,1.1125,1.1173,1.1114,1.1169
2019-10-21,1.1143,1.118,1.1137,1.1148
2019-10-22,1.115,1.1158,1.1118,1.1124
2019-10-23,1.1125,1.1141,1.1106,1.1129
2019-10-24,1.1131,1.1164,1.1092,1.1104
2019-10-25,1.1104,1.1123,1.1072,1.1078
2019-10-28,1.1082,1.1108,1.1076,1.1098
2019-10-29,1.1099,1.112,1.1073,1.111
2019-10-30,1.1112,1.1152,1.1079,1.1148
2019-10-31,1.1151,1.1176,1.113,1.115
2019-11-01,1.1152,1.1172,1.1128,1.1165
2019-11-04,1.1165,1.1176,1.1124,1.1126
2019-11-05,1.1128,1.1141,1.1063,1.1074
2019-11-06,1.1075,1.1094,1.1064,1.1065
2019-11-07,1.1066,1.1092,1.1035,1.1049
2019-11-08,1.105,1.1056,1.1016,1.1016
2019-11-11,1.1022,1.1044,1.1016,1.1032
2019-11-12,1.1033,1.104,1.1002,1.1007
2019-11-13,1.101,1.1021,1.0994,1.1006
2019-11-14,1.1006,1.1028,1.0989,1.1021
2019-11-15,1.1021,1.1058,1.1014,1.105
2019-11-18,1.1052,1.1091,1.1048,1.107
2019-11-19,1.1072,1.1085,1.1062,1.1078
2019-11-20,1.1078,1.1083,1.1053,1.1072
2019-11-21,1.1074,1.1098,1.1051,1.1057
2019-11-22,1.1058,1.1086,1.1014,1.1022
2019-11-25,1.1024,1.1033,1.1004,1.1013
2019-11-26,1.1014,1.1027,1.1006,1.1018
2019-11-27,1.102,1.1026,1.0991,1.0998
2019-11-28,1.0999,1.1019,1.0999,1.1007
2019-11-29,1.1008,1.1029,1.098,1.1015
2019-12-02,1.1014,1.109,1.1003,1.1077
2019-12-03,1.1078,1.1094,1.1065,1.1081
2019-12-04,1.1082,1.1116,1.1066,1.1076
2019-12-05,1.1079,1.1109,1.1077,1.1102
2019-12-06,1.1105,1.1111,1.104,1.1057
2019-12-09,1.1055,1.1079,1.1052,1.1062
2019-12-10,1.1063,1.1099,1.1062,1.1092
2019-12-11,1.1092,1.1145,1.107,1.1128
2019-12-12,1.113,1.1155,1.1102,1.1128
2019-12-13,1.1129,1.12,1.1111,1.1119
2019-12-16,1.1122,1.1159,1.1122,1.1142
2019-12-17,1.1143,1.1176,1.1128,1.1149
2019-12-18,1.115,1.1156,1.111,1.1111
2019-12-19,1.1113,1.1145,1.1107,1.112
2019-12-20,1.1122,1.1127,1.1065,1.1078
2019-12-23,1.1081,1.1097,1.1069,1.1086
2019-12-24,1.1089,1.1095,1.1069,1.1087
2019-12-25,1.1089,1.1107,1.1073,1.109
2019-12-26,1.1091,1.111,1.1082,1.1096
2019-12-27,1.1097,1.1188,1.1095,1.1175
2019-12-30,1.1175,1.1223,1.117,1.1197
2019-12-31,1.1198,1.124,1.1198,1.121
2020-01-01,1.1213,1.1223,1.1205,1.121
2020-01-02,1.1212,1.1227,1.1163,1.117
2020-01-03,1.1172,1.1181,1.1125,1.1158
2020-01-06,1.1168,1.1207,1.1155,1.1193
2020-01-07,1.1198,1.1198,1.1133,1.1151
2020-01-08,1.1154,1.1169,1.1101,1.1103
2020-01-09,1.1106,1.1121,1.1092,1.1105
2020-01-10,1.1106,1.113,1.1085,1.112
2020-01-13,1.1125,1.1148,1.1112,1.1133
2020-01-14,1.1135,1.1145,1.1104,1.1127
2020-01-15,1.113,1.1164,1.1118,1.1149
2020-01-16,1.1151,1.1173,1.1128,1.1135
2020-01-17,1.1136,1.1143,1.1085,1.1088
2020-01-20,1.1092,1.1104,1.1076,1.1094
2020-01-21,1.1095,1.1119,1.108,1.1082
2020-01-22,1.1084,1.1099,1.107,1.1091
2020-01-23,1.1092,1.1109,1.1036,1.1052
